story_content,label,self_consistency_result
"A couple of weeks ago, I was asked to be a bridesmaid in my friend's wedding. I found this a little odd, since I'm a man and bridesmaids are usually women, but I decided to do it anyway to be a good friend. So, I went and got fitted for a dress like any other bridesmaid. The day of the wedding, I put on the dress and had my makeup done. I looked a lot like a drag queen, but if my friend wants a drag queen at her wedding, then that's what she'll get! The ceremony itself was very beautiful. People were a bit confused about why I was wearing a dress, but they adjusted after a bit and everything went smoothly. I now have a bridesmaid dress hanging in my closet. Not sure what I'll ever use that for again, though I might not need to get a Halloween costume this year. The experience of wearing the dress was not as bad as I thought. It was relatively comfortable. However, it was the high heels and bra that were the worst. These were very restrictive and somewhat painful. I have some blisters from the heels and the bra dug into my back. Also, I was a bit disappointed to find I was only an A cup. I'm not sure why this was disappointing, I just guessed it would've been higher.",0,0.0
"It has been almost three months since that devastating day when we received the news about our beloved dog's illness. It feels like it was just yesterday when we first found her, scared and alone, wandering the streets. We instantly fell in love with her big brown eyes and wagging tail. She quickly became a cherished member of our family.

But life has a funny way of throwing unexpected curveballs at you, and this was one we were not prepared for. The vet told us that her illness was incurable, and we were left in shock and disbelief. It was a blow that hit us right in the heart.

We did everything we could to make her comfortable in her final days. We showered her with love, took her on her favorite walks, and spoiled her with all her favorite treats. We wanted to make every moment count and let her know just how much she meant to us.

Her decline was gradual but steady. Her energy faded, her appetite diminished, and she began to struggle to move around. It broke our hearts to see her in pain, but we reminded ourselves that we had given her the best life possible. We were there for her until the very end, holding her in our arms and whispering sweet words of love.

After she passed away, there was an emptiness in our home that was palpable. Her absence was deeply felt by all of us. But as the days turned into weeks, we started to find comfort in knowing that she was in a better place. We like to believe that her spirit is still with us, watching over us, and bringing us little signs to remind us of her presence.

We decided to honor her memory by creating a small memorial in our backyard. We planted her favorite flowers and placed a beautiful stone with her name on it. It has become a peaceful sanctuary where we can go to reminisce about the joy she brought into our lives.

Though the pain of losing her will never completely fade, we are grateful for the time we had with her. She taught us about unconditional love, loyalty, and the joy of simple pleasures. Her memory will forever be etched in our hearts, and her spirit will live on in the countless happy memories we shared.

As I sit here, writing down my thoughts, I can't help but smile through the tears. Though she may no longer be physically present, the love we have for her will never die. We take solace in knowing that she is in a better place, running free and playing with other furry friends. We miss her every day, but we find comfort in the belief that she is at peace, forever in our hearts.",1,0.0
"It has been almost three months since I received the devastating news of my dear friend's passing. I am still grappling with the magnitude of the loss and the swiftness with which cancer claimed her life. Reflecting upon the events leading up to her passing, I am struck by how it affected not only her life but also those around her, both knowingly and unknowingly.

It all began innocently enough, with her complaining of persistent fatigue and vague body aches. At first, we dismissed it as stress or the flu, never expecting it to escalate into something so dire. She visited numerous doctors, undergoing various tests and consultations. The uncertainty of her condition loomed large, but we clung to hope, refusing to acknowledge the possibility of the worst.

But hope can be elusive, and reality has a cruel way of intruding upon our lives. Just as we started contemplating the severity of her illness, the diagnosis came crashing down like a ton of bricks: an aggressive form of cancer, already in its advanced stages. The shock and devastation were immeasurable.

From that day forward, time seemed to blur into a chaotic whirlwind of hospital visits, chemotherapy sessions, and desperate prayers for a miracle. Witnessing her physical deterioration was unimaginably painful. She went from a vibrant, energetic soul to a mere shadow of her former self. The sight of her frailty and pain etched itself into my memory, haunting my dreams even now.

Friends and family rallied around, offering support and love in any way they could. We clung to each other, united in grief and determined to make her remaining days as comfortable as possible. It was in these moments that I realized how deeply her illness had touched all of us. The mere thought of losing her was unbearable, and yet, we had no choice but to confront the reality head-on.

In her final days, her strength wavered, like a candle flickering before being extinguished. We sat by her side, holding her hand, sharing memories and whispered words of love and encouragement. The weight of impending loss hung heavily in the air, and yet, there was a strange sense of serenity, as if she had made peace with her fate.

And then, she was gone. Like a shooting star, she streaked across the sky of our lives, leaving behind a trail of love, laughter, and immeasurable sorrow. Her passing was a harsh reminder of life's fragility and the unpredictability of our existence.

As I reflect upon these last few months, I am struck by the profound impact my friend's passing had, not only on me but on everyone who knew her. It serves as a powerful reminder to cherish every moment, to express our love and gratitude, and to never take anything for granted. Her life, albeit cut short, touched us all in ways we never could have anticipated, leaving an indelible mark on our hearts.

May she rest in peace, her spirit forever etched in our memories.",1,0.0
"I can hardly believe it's been almost five months since I left my uncle's company. Looking back, it feels like a whirlwind of emotions, both thrilling and devastating. It all started when my uncle offered me a job at his company. At the time, I couldn't have been more ecstatic. Finally, an opportunity to work in a field that I was passionate about, under the guidance of someone I admired.

For the first few weeks, everything was perfect. I was learning the ropes, getting to know my colleagues, and impressing my superiors with my work ethic. It was a dream come true. However, as time went on, I started to notice a shift in the dynamics of the workplace.

One day, my uncle called me into his office and informed me that he was promoting me to a managerial position. The news should have been exhilarating, but it came with a dark undertone. Suddenly, my coworkers viewed me differently, some with envy and others with skepticism. It was as if I had crossed an invisible line, transforming from a trusted team member to a figure of authority.

The pressure mounted as I attempted to find my footing in my new role. I wanted to prove myself, to show that I deserved the promotion. But the stress began to eat away at me, manifesting as sleepless nights and constant anxiety. The once vibrant and inspiring work environment turned into a suffocating nightmare.

As the days turned into weeks, my relationship with my uncle also began to deteriorate. Our once close bond was strained as the demands of my position and the office politics took their toll. Our conversations became shorter and more formal, filled with tension and unspoken disappointment.

Ultimately, I reached a breaking point. After much soul-searching and countless sleepless nights, I made the difficult decision to resign from my position. It was a leap of faith, but one that I knew I had to take for the sake of my mental and emotional well-being.

The aftermath was bittersweet. On one hand, there was a sense of relief and liberation as the weight of the job was lifted off my shoulders. On the other hand, I couldn't ignore the pain of the fractured relationship with my uncle. Our once unbreakable bond now felt fragile and distant.

Looking back now, I realize that sometimes the dream job can turn into a nightmare. It taught me the importance of setting boundaries and prioritizing my own well-being. While the experience was painful, it also served as a valuable lesson about the complexities of family dynamics and the blurred lines between personal and professional relationships. As I move forward, I am grateful for the lessons learned and hopeful for the healing of the relationship with my uncle.",1,0.0
"It's been really hard dealing with my mom's death a month ago. It's hard for all of us. I wish I could help my family go through this, but I can barely help myself right now. It was so bad I took a leave of absence from med school today. I am sad I'll be behind my friends and classmates but I know I have to do this for myself, and for mom. She always wanted me to be a doctor and it was my dream too. I won't be able to be a good doctor if I can't focus in class and rotations because I'm depressed. By taking time off, I'm preparing myself to get back to an appropriate mental state. I will have three semesters left to complete when I go back. I hope I can become a good doctor that can help the people who suffer from the same things mom died from. I don't know what I'm going to do during this time. Travel? Find a hobby? Find new friends? Sit at home? I don't know.",0,0.0
"About four weeks ago, my wife and I realized that our lives were lacking any sort of spontaneity. It seemed like we were stuck in a rut. Then, we both remembered an online friend we had met via social media. Although we had never met in person before, we decided to meet up with them after this budding online relationship. My wife suggested that we go downtown for dinner and drinks. I messaged the person, and they said they'd love to join. Actually, it seemed like they were too enthusiastic about the meetup. This led to some high anxiety on my part, since I tend to be skeptical. I asked myself questions like ""Is this invitation socially acceptable?"" and ""Why is this person so eager to meet us?"". Luckily, my wife was able to talk out the doubt and reduce my apprehension toward the situation. So, we got ready, my wife being a little late as usual, and took a taxi downtown to meet our new friend. As we arrived to the restaurant, our new friend and us both got out of the taxis at the same time, so we had a good laugh. From then on, the night seemed to go rather smoothly. We talked about our lives and our interests, and there seemed to be a real friendship budding. After a few drinks, we decided to call it a night and exchanged more contact information. We decided that we'll see each other in a few weeks. Overall, it was great. I'm so glad my wife calmed me down. In the process, we gained a new friend and reignited our social life.",0,0.0
"Dear Diary,It's been awhile since I last wrote in you: about six months to be exact. It's easy to remember because it's been six months since I finally decided throw caution to the wind and follow my dreams. I always wanted to be my own boss, answering only to myself, and not making a pittance just so someone else can be rewarded for my efforts. As I had planned, I quit my job and used the funds I had slowly saved over the years to buy my first home to spruce up and flip for all that easy money. Well, that was the plan at least. The reality shows, infomercials and seminars all make it out to be so much easier than it actually is. I should have known better, but I was just too excited for the life change I always dreamed of. To be fair, purchasing the first home was easy... too easy. I should have seen the warning flags, but nope, excitement clouded my judgement. The price was great and at first glance the home was in pretty good condition, but that was just a facade. There were so many problems hidden in the walls and beneath the floors; electrical issues, unfinished plumbing, poor insulation, rot in the floorboards. I should have hired an inspector before purchasing, but was worried it would be snapped up by some other conniving entrepreneur. I won't lie and say I took it all in stride; I didn't handle it very well at all first honestly. But, after longer than I'd like to admit, I realized the only path forward was to get to work on the home and try to save myself from this disaster. It's been a hard half year, but it's finally coming together. I had to get another job, take out some loans, and all my spare free time has been spent working on the home myself (at least the parts I didn't need to hire an outside contractor for), but we're finally coming up to the finish line. There's still some aesthetic touch ups left to do, and I'll probably spruce up the yard a bit more, but as soon as the inspector comes by and gives me the a-okay, this house will be going back on the market. Will I end up making a profit? That would be nice, but trying not to be overly optimistic for now. At the very least I know I'll be able to wipe out my newfound debt and recoup at least a good bit of my investment. Will I buy another home after I am free of this short nightmare? I don't know. I haven't given it too much though. I definitely have more experience now and that would help, and I definitely don't want to spend my life as an hourly wage slave, but the magic of the idea has worn off. I guess I'll just see how I feel once I no longer have this burden on my shoulders.",0,0.0
"Four months ago, I moved from midtown out to the suburbs. I've been avoiding the suburbs for most of my life. But I think that was an attitude more of my youth. And as I've gotten older, I've let go of a lot of that rebelliousness. I don't mind ""fitting in"" nowadays. The move was the best decision I ever made. Now I've cut my rent in half, and prices for groceries and gas are considerably cheaper outside the city. The greatest result of the move is that I've been able to start making hefty payments on my student loans. I've been waiting to do that for about 10 years. In addition to paying less for rent, I've also become more financially responsible. I even cut coupons. There was a time I would have died to hear myself say that! But it feels good to be getting out debt and to be saving money. It feels good being a smart shopper. I'm just a little mad that it took me so long to realize all this.",0,0.0
"It's been five months since I retired, and I have to say, I've never been happier. The freedom and sense of fulfillment that comes with not having to work nine to five is indescribable. Finally, I can do what I want, when I want, without any obligations or stress. 

But the best part about retirement is the time I get to spend with my two-year-old granddaughter. Four days a week, she comes over to my place, and we have the most amazing adventures together. We paint, we dance, and we explore the world through her curious eyes. It's a feeling of pure joy and fulfillment that I never knew existed.

Watching her grow and learn brings me an immense sense of pride. I get to be there for all her firsts - her first steps, her first words, her first taste of ice cream. Each day with her is a new opportunity to create lasting memories and bond with her in ways that I never could when I was busy with work.

Retirement has given me the chance to cherish the simple moments in life. I can now appreciate the beauty of a sunrise, take leisurely walks in the park, and read books for hours on end. It's like rediscovering the world through fresh eyes and finding joy in the smallest of things.

I've come to realize that happiness isn't defined by a paycheck or a job title. It's found in the moments we share with loved ones, in the passions we pursue, and in the freedom to truly live life on our own terms. Retirement has given me the opportunity to experience this happiness firsthand, and I am eternally grateful for it.

As I reflect on these past five months, I can't help but smile. I've found a new sense of fulfillment and contentment that I never thought possible. Retirement has truly transformed my life, allowing me to embrace the happiness and freedom that comes with it. I am living my best life, and every day is a reminder of how truly blessed I am.",1,0.0
"3 months ago the strangest thing happened to me. I was doing a heavy grocery shopping load. I noticed the woman behind me had 2 items. I told this woman to please, go ahead. She then said, ""thank you"". I thought it was over at this point. I continued to load my groceries on the panel. The lady finishes. I thought she'd just walk out the door never to see her again. She then turns to me, hands me a $20 bill. My eyes bulge out of my head. I was shocked and excited at the same time. I get tears to my eyes because I need the money. I hug the lady and tell her thank you so much. We then part our ways. I will never forget that.",0,0.0
"Last Sunday was such a great experience with our son. We had nothing on our calendar for the first time in ages. We hopped in the car and headed out to get our supplies for the day. First we went and grabbed a few movies from our local movie rental place. Thankfully they had a deal on older movies so we managed to get four of them for only a few bucks. Then we went to our supermarket and bought tons of junk food. The best stuff you could find. Then we went back home and devoured all of our snacks. We had cookies, brownies, frozen pizzas, chips, and popcorn. We then sat on the couch and watched 80's and 90's movies all day. We enjoyed the opportunity to show our son some of the movies made before he was born, and it's nice that he's at an age where we can actually experience this with him. Most of the movies were comedy flicks, so we were laughing and having a great time well into the evening hours. After another frozen pizza and a few more cookies for all of us, we finally turned in for bed. All in all it was a great day spent doing very little other than bonding with our son. He was so excited to see older movies that he wants to do the same exact thing in two weeks!",0,0.0
"Three weeks ago, a good friend asked if he could use my car to go to work because he was having trouble. I thought, no problem, and told him it would be ok since I was off that day. I told him just to gas up and get it back safely after his shift. Little did I know that he had other plans in store that involved the law and I was being taken for a ride so to speak. This is the story of how my good friend got arrested and it led to the end of our friendship. After my friend took the car, I got a call from the police about an hour later saying that he was now in prison and I had the option of bailing him out. I did end up bailing him out, but thought - what in the world is going on? It turns out he had been tipped off that something was going on at his work and so when he took my car - thinking they would not recognize him in it - he was still arrested at his job place (during his shift) for embezzlement. His plan had not worked and in the process, I also could not pick up my car right away. Turns out it had to be impounded and I had to pay an additional 80. 00 dollars to get it out of the lot since I was not present at the time of this activity. This whole situation affected our relationship in a number of ways. We are still friends and ok generally, but not as close now. It broke my trust with my friend and made me look around at all things in my life. And secondly, it showed me that people you know, even, will do anything when they are desperate. He had been having money trouble and thought he could get away with this. It turns out cameras at his job place knew different and that is how he was eventually caught. The lesson learned here - do not trust just anyone - be very careful. Even the closest to you have their own agendas.",0,0.0
"It's been a while since I've been able to put my thoughts to paper. I needed some time to process everything that happened. A memory that has haunted me for months now, threatening to consume my every thought. It happened in August of 2019, but its impact on my mind and my life has been unforgettable.

The accident that occurred that day shattered something within me. It wasn't just the physical injuries or the damage to my car. It was the emotional toll it took on me, leaving behind a deep scar that seemed impossible to heal.

Before that fateful day, I was confident and carefree. I trusted in people, in their intentions, and in the goodness of humanity. But the accident changed all that. It stripped away my sense of security and left me questioning everything and everyone around me.

The incident replayed in my mind like a broken record, each time bringing with it a wave of negative emotions. The what-ifs, the should-haves, and the could-haves tormented me relentlessly. Every time I closed my eyes, I could see the moment of impact, feel the shock, and hear the screeching tires.

In the aftermath, my once vibrant personality dulled. I lost my self-assuredness and became a shell of my former self. The worries multiplied in my mind like a legion of soldiers, constantly fighting against my attempts to reclaim my sanity.

Friends and family tried to console me. They offered their support and urged me to move on, but the scars ran deep. It felt like an invisible barrier had been erected around me, isolating me from the world. How could I trust others when even trust in myself had been shattered?

As the months dragged on, I found solace in therapy. Each session allowed me to unravel my thoughts and untangle the knots of fear and anxiety that had entwined themselves within my mind. I learned how to cope, to breathe through the panic attacks, and slowly regain control over my racing thoughts.

It's been a journey, a painstaking one. But as time has passed, I've started to see glimmers of hope. I'm slowly rebuilding my confidence, piece by piece. The worries, though still present, no longer dictate my every move. I've started to take tiny steps towards trusting again, starting with myself.

This accident will forever be a part of my story, a chapter filled with pain and anguish. But it's also a chapter of resilience and growth. I refuse to let it define me or hold me back. I'm determined to rise above the fear and reclaim my life.

The journey is far from over, I know that. There will be setbacks and hurdles along the way. But I am moving forward, one small step at a time. And I know that, eventually, I will regain the confidence, trust, and peace of mind that was stolen from me that day in August 2019.",1,0.0
"Dear Diary, A week ago, I bumped into my secret crush, Richard. He told me that he was going to drop out of our high school and travel the world with his father's trust fund money. He said that he was looking forward to traveling to various exotic places, such as Bali and Bora Bora. I lamented the fact that I would likely never see him again, because I had just won a full-ride scholarship to Stanford University and would be in California for the next four years of my life. When Rachel found out about my scholarship, she spread a fake rumor around our high school that I had cheated my way into Stanford. I could not believe her audacity at snubbing me. I will keep holding a grudge against her. I look forward to the day that I can sabotage her career. I told my best friend Paulina the good news about my scholarship, but instead of being happy for me, she started crying. I reckon this is because she also applied for the scholarship but got rejected instead. We haven't talked since then, and I am conflicted between whether I should end our friendship or reach out to her first and make up. If we were to make up, the first thing I would do is bake her some cupcakes, because that is her favorite type of dessert. I would have to bake the cupcakes by myself, because I have no significant other to bake them with. Now that Richard is leaving forever, I  need to find a new secret crush so I do not have to do so many things by myself. What do you think, diary? Should I bake the cupcakes or let our friendship come to an end? Friends are harder to come by, the older I get. Sincerely, A confused girl",0,0.0
